Tarih,Fiyat,Fiyat_Sayisal,Fiyat_Per_m2,Semt,Mahalle,Konum,Oda_Sayisi,Brut_Alan_m2,Brut_Alan_m2_Numeric,Kat,Detaylar,URL
2025-12-14 21:42:16,51.000 TL,51.0,0.64,Ümraniye - Esenevler Mahallesi,,Ümraniye - Esenevler Mahallesi,2+1,80,80,14,"Esenevler Mah Galavia Sitesinde Full Eşyalı 2+1
Ümraniye - Esenevler Mahallesi
Daire | 2+1 | 14. Kat | 80 m²
51.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/esenevler-mah-galavia-sitesinde-full-esyali-21-18589224
2025-12-14 21:42:17,23.000 TL,23.0,0.35,Ümraniye - Şerifali Mahallesi,,Ümraniye - Şerifali Mahallesi,,65,65,7,"Site İçinde Teraslı Fırsat Daire
Ümraniye - Şerifali Mahallesi
Daire | Stüdyo | 7. Kat | 65 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/site-icinde-terasli-firsat-daire-18589219
2025-12-14 21:42:17,67.000 TL,67.0,0.57,Sarıyer - İstinye Mahallesi,,Sarıyer - İstinye Mahallesi,3+1,118,118,2,"Sarıyer İstinye Boğaziçi Sitesinde Kiralık 3+1 Kombili
Sarıyer - İstinye Mahallesi
Daire | 3+1 | 2. Kat | 118 m²
67.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sariyer-istinye-bogazici-sitesinde-kiralik-31-kombili-18589217
2025-12-14 21:42:17,39.500 TL,39.5,0.26,Kağıthane - Çağlayan Mahallesi,,Kağıthane - Çağlayan Mahallesi,3+2,150,150,3,"Uygun Emlaktan Ayrı Girişli 3+2 Çift Mutfaklı Dublex Daire
Kağıthane - Çağlayan Mahallesi
Daire | 3+2 | 3. Kat | 150 m²
39.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/uygun-emlaktan-ayri-girisli-32-cift-mutfakli-dublex-daire-18589188
2025-12-14 21:42:17,32.000 TL,32.0,0.38,Kağıthane - Telsizler Mahallesi,,Kağıthane - Telsizler Mahallesi,2+1,85,85,5,"Uygun Emlaktan Gültepe Telsizlerde Kiralık 2+1 Eşyalı Daire
Kağıthane - Telsizler Mahallesi
Daire | 2+1 | 5. Kat | 85 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/uygun-emlaktan-gultepe-telsizlerde-kiralik-21-esyali-daire-18589172
2025-12-14 21:42:18,25.000 TL,25.0,0.5,Silivri - Yeni Mahallesi,,Silivri - Yeni Mahallesi,1+1,50,50,4,"Silivri'de Lüks Rezidans'da 1+1 Eşyalı Corner Downtown
Silivri - Yeni Mahallesi
Daire | 1+1 | 4. Kat | 50 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/silivri-de-luks-rezidans-da-11-esyali-corner-downtown-18589155
2025-12-14 21:42:18,25.000 TL,25.0,0.21,Silivri - Mimar Sinan Mahallesi,,Silivri - Mimar Sinan Mahallesi,2+1,118,118,2,"Silivri Mimar Sinan Rose Garden'da Ara Kat 2+1
Silivri - Mimar Sinan Mahallesi
Daire | 2+1 | 2. Kat | 118 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/silivri-mimar-sinan-rose-garden-da-ara-kat-21-18589117
2025-12-14 21:42:18,29.000 TL,29.0,0.32,Kağıthane - Çağlayan Mahallesi,,Kağıthane - Çağlayan Mahallesi,1+1,90,90,8,"Çağlayanda Caddeüstü 8.kat Manzaralı Lüx Eşyalı Daire
Kağıthane - Çağlayan Mahallesi
Daire | 1+1 | 8. Kat | 90 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/caglayanda-caddeustu-8-kat-manzarali-lux-esyali-daire-18589102
2025-12-14 21:42:19,37.000 TL,37.0,0.67,Eyüpsultan - Göktürk Merkez Mahallesi,,Eyüpsultan - Göktürk Merkez Mahallesi,1+0,55,55,2,"Maıson Göktürk Palms Resıdence'de Kiralık 1+0(studıo)daire
Eyüpsultan - Göktürk Merkez Mahallesi
Daire | Stüdyo | 2. Kat | 55 m²
37.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/maison-gokturk-palms-residence-de-kiralik-10-studio-daire-18589085
2025-12-14 21:42:19,22.000 TL,22.0,0.24,Esenyurt - Güzelyurt Mahallesi,,Esenyurt - Güzelyurt Mahallesi,1+1,90,90,12,"Delta Deluxe Metrobüse 5 Dakika Temiz Eşyalı 1+1 Kiralık Daire
Esenyurt - Güzelyurt Mahallesi
Daire | 1+1 | 12. Kat | 90 m²
22.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/delta-deluxe-metrobuse-5-dakika-temiz-esyali-11-kiralik-daire-18589019
2025-12-14 21:42:19,27.000 TL,27.0,0.22,Beylikdüzü - Büyükşehir Mahallesi,,Beylikdüzü - Büyükşehir Mahallesi,3+1,125,125,12,"Beylıkdüzü Buyuksehir Mah. Kiralık Daire
Beylikdüzü - Büyükşehir Mahallesi
Daire | 3+1 | 12. Kat | 125 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/beylikduzu-buyuksehir-mah-kiralik-daire-18588959
2025-12-14 21:42:19,32.000 TL,32.0,0.25,Kartal - Soğanlık Yeni Mahallesi,,Kartal - Soğanlık Yeni Mahallesi,2+1,130,130,1,"Soğanlık Yenimahalle'de 130 Metrekare 2+1 Mükemmel Daire
Kartal - Soğanlık Yeni Mahallesi
Daire | 2+1 | 1. Kat | 130 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/soganlik-yenimahalle-de-130-metrekare-21-mukemmel-daire-18588958
2025-12-14 21:42:19,29.000 TL,29.0,0.48,Üsküdar - Beylerbeyi Mahallesi,,Üsküdar - Beylerbeyi Mahallesi,2+1,60,60,Zemin,"Beylerbeyi'nde Sahile Yakın 2+1 Kiralık Daire
Üsküdar - Beylerbeyi Mahallesi
Daire | 2+1 | Yüksek giriş | 60 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/beylerbeyi-nde-sahile-yakin-21-kiralik-daire-18588872
2025-12-14 21:42:19,75.000 TL,75.0,0.54,Sarıyer - Tarabya Mahallesi,,Sarıyer - Tarabya Mahallesi,3+1,140,140,3,"Tarabya’da 3+1, Ara Kat, 2 Banyolu Kiralık Daire.
Sarıyer - Tarabya Mahallesi
Daire | 3+1 | 3. Kat | 140 m²
75.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tarabya-da-31-ara-kat-2-banyolu-kiralik-daire-18588865
2025-12-14 21:42:20,25.000 TL,25.0,0.17,Silivri - Yeni Mahallesi,,Silivri - Yeni Mahallesi,3+1,150,150,3,"Silivri Yeni Mh. Merkezi Konumda Geniş 3+1
Silivri - Yeni Mahallesi
Daire | 3+1 | 3. Kat | 150 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/silivri-yeni-mh-merkezi-konumda-genis-31-18588703
2025-12-14 21:42:20,25.000 TL,25.0,0.62,Kağıthane - Seyrantepe Mahallesi,,Kağıthane - Seyrantepe Mahallesi,1+0,40,40,4,"Tuncaydan Metroya 3 Dk Mesafede Tüm Faturalar Dahil 1+0 Daire
Kağıthane - Seyrantepe Mahallesi
Daire | Stüdyo | 4. Kat | 40 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tuncaydan-metroya-3-dk-mesafede-tum-faturalar-dahil-10-daire-18588699
2025-12-14 21:42:28,24.000 TL,24.0,0.28,Bahçelievler - Şirinevler Mahallesi,,Bahçelievler - Şirinevler Mahallesi,2+1,85,85,4,"S.evler Merkezde Metrobüse 5dk.2+1 85m2 Full Eşyalı Kiralık
Bahçelievler - Şirinevler Mahallesi
Daire | 2+1 | 4. Kat | 90 m²
24.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/s-evler-merkezde-metrobuse-5dk-21-85m2-full-esyali-kiralik-18588665
2025-12-14 21:42:29,26.000 TL,26.0,0.26,Silivri - Yeni Mahallesi,,Silivri - Yeni Mahallesi,2+1,100,100,4,"Silivri Yeni Mh. Merkezi Konumda Donanımlı Site İçi Ara Kat 2+1
Silivri - Yeni Mahallesi
Daire | 2+1 | 4. Kat | 100 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/silivri-yeni-mh-merkezi-konumda-donanimli-site-ici-ara-kat-21-18588622
2025-12-14 21:42:29,27.000 TL,27.0,0.36,Ataşehir - Küçükbakkalköy Mahallesi,,Ataşehir - Küçükbakkalköy Mahallesi,2+1,75,75,11,"Ataşehir Küçükbakkalköy Kastelli'de 2+1 Kiralık Arakat Daire
Ataşehir - Küçükbakkalköy Mahallesi
Daire | 2+1 | 11. Kat | 75 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/atasehir-kucukbakkalkoy-kastelli-de-21-kiralik-arakat-daire-18588492
2025-12-14 21:42:29,40.000 TL,40.0,0.62,Kartal - Soğanlık Yeni Mahallesi,,Kartal - Soğanlık Yeni Mahallesi,1+1,65,65,12,"Aramanıza uygun yeni bir ilan yayınlandığında ilk sizin haberiniz olsun.
Aramayı Kaydet
Helenium Twins'te 1+1 Full Eşyalı Kiralık Daire
Kartal - Soğanlık Yeni Mahallesi
Daire | 1+1 | 12. Kat | 65 m²
40.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/helenium-twins-te-11-full-esyali-kiralik-daire-18588391
2025-12-14 21:42:29,21.000 TL,21.0,0.17,Sancaktepe - Yunus Emre Mahallesi,,Sancaktepe - Yunus Emre Mahallesi,3+1,120,120,Zemin,"Kiralık Acil Daire
Sancaktepe - Yunus Emre Mahallesi
Daire | 3+1 | Yüksek giriş | 120 m²
21.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-acil-daire-18588379
2025-12-14 21:42:29,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.32,Ümraniye - Parseller Mahallesi,,Ümraniye - Parseller Mahallesi,1+1,100,100,2,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
Sahibinden Eşyalı İçi Yeni Yapılı (metro Karşısı Daire)
Ümraniye - Parseller Mahallesi
Daire | 1+1 | 2. Kat | 100 m²
28.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/sahibinden-esyali-ici-yeni-yapili-metro-karsisi-daire-18588223
2025-12-14 21:42:30,17.000 TL,17.0,0.17,Pendik - Sülüntepe Mahallesi,,Pendik - Sülüntepe Mahallesi,1+1,100,100,1,"Sülüntepede Safa Caddesine Yakın Geniş Kiralık Daire
Pendik - Sülüntepe Mahallesi
Daire | 1+1 | 1. Kat | 100 m²
17.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/suluntepede-safa-caddesine-yakin-genis-kiralik-daire-18588215
2025-12-14 21:42:30,29.000 TL,29.0,0.29,Sultangazi - Uğur Mumcu Mahallesi,,Sultangazi - Uğur Mumcu Mahallesi,2+1,100,100,Zemin,"Toyap İnştan Uğur Mumcu Mah. 2+1 95m
Sultangazi - Uğur Mumcu Mahallesi
Daire | 2+1 | Yüksek giriş | 100 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/toyap-instan-ugur-mumcu-mah-21-95m-18588201
2025-12-14 21:42:30,20.000 TL,20.0,0.2,Esenyurt - Namık Kemal Mahallesi,,Esenyurt - Namık Kemal Mahallesi,2+1,100,100,Zemin,"Namık Kemal Mahallesinde Kiralık Daire
Esenyurt - Namık Kemal Mahallesi
Daire | 2+1 | Yüksek giriş | 100 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/namik-kemal-mahallesinde-kiralik-daire-18588090
2025-12-14 21:42:30,27.000 TL,27.0,0.68,Küçükçekmece - Kartaltepe Mahallesi,,Küçükçekmece - Kartaltepe Mahallesi,1+0,40,40,8,"Küçükcekmece Babacan Port Royal 1+0 Kiralik Eşyalı Klimalı Daire
Küçükçekmece - Kartaltepe Mahallesi
Daire | Stüdyo | 8. Kat | 40 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kucukcekmece-babacan-port-royal-10-kiralik-esyali-klimali-daire-18588067
2025-12-14 21:42:30,42.000 TL,42.0,0.53,Küçükçekmece - Atakent Mahallesi,,Küçükçekmece - Atakent Mahallesi,1+1,79,79,16,"Bosphorus City'de Full Manzaralı Kısmi Eşyalı Kiralık
Küçükçekmece - Atakent Mahallesi
Daire | 1+1 | 16. Kat | 79 m²
42.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bosphorus-city-de-full-manzarali-kismi-esyali-kiralik-18588066
2025-12-14 21:42:30,115.000 TL,115.0,0.52,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,3+1,220,220,Çatı,"Güncel!! Maslak 1453 3+1 Eşyalı Yüksek Tavan Fırsat Daire
Sarıyer - Ayazağa Mahallesi
Daire | 3+1 | Kot 1 (-1). Kat | 220 m²
115.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/guncel-maslak-1453-31-esyali-yuksek-tavan-firsat-daire-18587764
2025-12-14 21:42:31,30.000 TL,30.0,0.59,Maltepe - Cevizli Mahallesi,,Maltepe - Cevizli Mahallesi,1+1,51,51,8,"Turyap'tan Deluxıa Park Resıdence'ta Güvenlikli Ara Kat Lüks 1+1
Maltepe - Cevizli Mahallesi
Daire | 1+1 | 8. Kat | 51 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/turyap-tan-deluxia-park-residence-ta-guvenlikli-ara-kat-luks-11-18587637
2025-12-14 21:42:31,18.000 TL,18.0,0.36,Bahçelievler - Çobançeşme Mahallesi,,Bahçelievler - Çobançeşme Mahallesi,1+1,50,50,Zemin,"Bahçelievler Yenibosna Çobançeşme Mah Kiralık Yüksek Giriş 1+1
Bahçelievler - Çobançeşme Mahallesi
Daire | 1+1 | Yüksek giriş | 50 m²
18.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bahcelievler-yenibosna-cobancesme-mah-kiralik-yuksek-giris-11-18587513
2025-12-14 21:42:31,26.500 TL,26.5,0.31,Küçükçekmece - Mehmet Akif Mahallesi,,Küçükçekmece - Mehmet Akif Mahallesi,2+1,85,85,1,"Emir Emlaktan 2+1 Kiralık Yeni Yapı 1.kat Geniş Daire
Küçükçekmece - Mehmet Akif Mahallesi
Daire | 2+1 | 1. Kat | 85 m²
26.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/emir-emlaktan-21-kiralik-yeni-yapi-1-kat-genis-daire-18587503
2025-12-14 21:42:31,30.500 TL,30.5,0.34,Sancaktepe - Merve Mahallesi,,Sancaktepe - Merve Mahallesi,2+1,90,90,3,"Blackstone'dan Peronlara Yakın Kiralık 2+1 Arakat Sıfır Daire
Sancaktepe - Merve Mahallesi
Daire | 2+1 | 3. Kat | 90 m²
30.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/blackstone-dan-peronlara-yakin-kiralik-21-arakat-sifir-daire-18587305
2025-12-14 21:42:31,27.000 TL,27.0,0.39,Kartal - Soğanlık Yeni Mahallesi,,Kartal - Soğanlık Yeni Mahallesi,1+1,70,70,2,"Soğanlık Metro Yanı 1+1 Ful Eşyalı
Kartal - Soğanlık Yeni Mahallesi
Daire | 1+1 | 2. Kat | 70 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/soganlik-metro-yani-11-ful-esyali-18587304
2025-12-14 21:42:32,34.000 TL,34.0,0.38,Kartal - Atalar Mahallesi,,Kartal - Atalar Mahallesi,2+1,90,90,3,"Soğanlık Metro Diş Hastane Yanı Ful Eşyalı Daire
Kartal - Atalar Mahallesi
Daire | 2+1 | 3. Kat | 90 m²
34.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/soganlik-metro-dis-hastane-yani-ful-esyali-daire-18587300
2025-12-14 21:42:32,50.000 TL,50.0,0.45,Başakşehir - Bahçeşehir 1. Kısım Mahallesi,,Başakşehir - Bahçeşehir 1. Kısım Mahallesi,2+1,110,110,5,"Bahçeşehir Defne Evleri Tadilatlı 2+1 Kiralık Daire
Başakşehir - Bahçeşehir 1. Kısım Mahallesi
Daire | 2+1 | 5. Kat | 110 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bahcesehir-defne-evleri-tadilatli-21-kiralik-daire-18587246
2025-12-14 21:42:32,83.500 TL,83.5,0.7,Bahçelievler - Bahçelievler Mahallesi,,Bahçelievler - Bahçelievler Mahallesi,3+1,120,120,4,"Bahçelievler Adnan Kahveci Bulvarı Üzeri 3+1 Kiralık Daire
Bahçelievler - Bahçelievler Mahallesi
Daire | 3+1 | 4. Kat | 120 m²
83.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/bahcelievler-adnan-kahveci-bulvari-uzeri-31-kiralik-daire-18587204
2025-12-14 21:42:32,23.500 TL,23.5,0.31,Şişli - Gülbahar Mahallesi,,Şişli - Gülbahar Mahallesi,2+1,75,75,3,"Gülbahar Mahallesi Çulluk Sokak'ta Kiralık 2+1 Daire
Şişli - Gülbahar Mahallesi
Daire | 2+1 | 3. Kat | 75 m²
23.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/gulbahar-mahallesi-culluk-sokak-ta-kiralik-21-daire-18587191
2025-12-14 21:42:32,15.000 TL,15.0,0.18,Esenyurt - Süleymaniye Mahallesi,,Esenyurt - Süleymaniye Mahallesi,2+1,85,85,Zemin,"Esenyurt Süleymaniye Mahallesinde Kiralık 2+1 Daire
Esenyurt - Süleymaniye Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 85 m²
15.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/esenyurt-suleymaniye-mahallesinde-kiralik-21-daire-18587134
2025-12-14 21:42:32,30.000 TL,30.0,0.46,Eyüpsultan - Karadolap Mahallesi,,Eyüpsultan - Karadolap Mahallesi,1+1,65,65,Zemin,"Eyüp Hisar Panorama Sitesi Kiralik Daire
Eyüpsultan - Karadolap Mahallesi
Daire | 1+1 | Düz Giriş (Zemin) | 65 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/eyup-hisar-panorama-sitesi-kiralik-daire-18587123
2025-12-14 21:42:33,50.000 TL,50.0,0.34,Büyükçekmece - Sinanoba Mahallesi,,Büyükçekmece - Sinanoba Mahallesi,3+1,149,149,6,"Sinanoba Emlakbank Konutları Kiralık 3+1 Kiralık Daire
Büyükçekmece - Sinanoba Mahallesi
Daire | 3+1 | 6. Kat | 149 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sinanoba-emlakbank-konutlari-kiralik-31-kiralik-daire-18587079
2025-12-14 21:42:33,68.000 TL,68.0,0.68,Beyoğlu - Cihangir Mahallesi,,Beyoğlu - Cihangir Mahallesi,2+1,100,100,4,"Cihangir Merkezde Beyaz Eşyalı 2+1 Balkonlu
Beyoğlu - Cihangir Mahallesi
Daire | 2+1 | 4. Kat | 100 m²
68.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cihangir-merkezde-beyaz-esyali-21-balkonlu-18587051
2025-12-14 21:42:33,35.000 TL,35.0,0.7,Üsküdar - İcadiye Mahallesi,,Üsküdar - İcadiye Mahallesi,1+1,50,50,Zemin,"As Emlak’tan 1+1 İcadiyede Sıfır Binada Bahçe Teraslı Lüx Daire
Üsküdar - İcadiye Mahallesi
Daire | 1+1 | Düz Giriş (Zemin) | 50 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/as-emlak-tan-11-icadiyede-sifir-binada-bahce-terasli-lux-daire-18587040
2025-12-14 21:42:33,26.500 TL,26.5,0.22,Sultanbeyli - Mimar Sinan Mahallesi,,Sultanbeyli - Mimar Sinan Mahallesi,3+1,120,120,5,"Mimar Sinan Mahalesinde 3+1 Kiralık Üst Dubleks
Sultanbeyli - Mimar Sinan Mahallesi
Daire | 2+1 | 5. Kat | 120 m²
26.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/mimar-sinan-mahalesinde-31-kiralik-ust-dubleks-18586977
2025-12-14 21:42:33,25.500 TL,25.5,0.26,Beylikdüzü - Yakuplu Mahallesi,,Beylikdüzü - Yakuplu Mahallesi,2+1,100,100,1,"Beylikdüzü Yakuplu Da Kiralık 2+1 Daire Metrobüse Yürüme 8 Dk
Beylikdüzü - Yakuplu Mahallesi
Daire | 2+1 | 1. Kat | 100 m²
25.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/beylikduzu-yakuplu-da-kiralik-21-daire-metrobuse-yurume-8-dk-18586926
2025-12-14 21:42:34,42.000 TL,42.0,0.51,Esenler - 15 Temmuz Mahallesi,,Esenler - 15 Temmuz Mahallesi,2+1,82,82,4,"Esenler Selçuklu Toki Konutları Kiralık 2+1 Boş Daire...balkonlu Güzel
Esenler - 15 Temmuz Mahallesi
Daire | 2+1 | 4. Kat | 82 m²
42.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/esenler-selcuklu-toki-konutlari-kiralik-21-bos-daire-balkonlu-guzel-18586885
2025-12-14 21:42:34,10.000 TL,10.0,0.14,Küçükçekmece - Tevfik Bey Mahallesi,,Küçükçekmece - Tevfik Bey Mahallesi,1+1,70,70,Zemin,"Tevfikbey De Kiralık 1+1
Küçükçekmece - Tevfik Bey Mahallesi
Daire | 1+1 | Düz Giriş (Zemin) | 70 m²
10.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tevfikbey-de-kiralik-11-18586792
2025-12-14 21:42:45,25.000 TL,25.0,0.38,Tuzla - Aydınlı Mahallesi,,Tuzla - Aydınlı Mahallesi,1+1,65,65,3,"Tuzla Güzel Lokasyonda Gizlibahçe Rezidans 1+1 Kiralık Daire
Tuzla - Aydınlı Mahallesi
Daire | 1+1 | 3. Kat | 65 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tuzla-guzel-lokasyonda-gizlibahce-rezidans-11-kiralik-daire-18586689
2025-12-14 21:42:45,20.000 TL,20.0,0.27,Bağcılar - Yıldıztepe Mahallesi,,Bağcılar - Yıldıztepe Mahallesi,1+1,75,75,2,"Bağcılar Yıldıztepe Mah. 1+1 Kiralık Daire
Bağcılar - Yıldıztepe Mahallesi
Daire | 1+1 | 2. Kat | 75 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bagcilar-yildiztepe-mah-11-kiralik-daire-18586568
2025-12-14 21:42:45,20.000 TL,20.0,0.2,Esenyurt - Osmangazi Mahallesi,,Esenyurt - Osmangazi Mahallesi,2+1,100,100,4,"Sahibinden Kiralık Yürüyüş Yolu Üzerinde
Esenyurt - Osmangazi Mahallesi
Daire | 2+1 | 4. Kat | 100 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sahibinden-kiralik-yuruyus-yolu-uzerinde-18586537
2025-12-14 21:42:45,26.000 TL,26.0,0.19,Beylikdüzü - Kavaklı Mahallesi,,Beylikdüzü - Kavaklı Mahallesi,3+1,135,135,,"Aramanıza uygun yeni bir ilan yayınlandığında ilk sizin haberiniz olsun.
Aramayı Kaydet
Kavaklı'da Arev Koleji Arkası Kiralık
Beylikdüzü - Kavaklı Mahallesi
Daire | 3+1 | Bahçe dublex | 135 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kavakli-da-arev-koleji-arkasi-kiralik-18586505
2025-12-14 21:42:46,20.000 TL,20.0,0.29,Ümraniye - Armağanevler Mahallesi,,Ümraniye - Armağanevler Mahallesi,1+1,70,70,,"Albayrak'tan Çakmak Metro 5 Dk Yürüme Mes.kiralık Daire
Ümraniye - Armağanevler Mahallesi
Daire | 1+1 | Kot 1 (-1). Kat | 70 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-tan-cakmak-metro-5-dk-yurume-mes-kiralik-daire-18586235
2025-12-14 21:42:46,29.000 TL,29.0,0.28,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,2+1,105,105,Zemin,"Albayrak Emlaktan 2+1 Kullanışlı Güzel Daire
Ümraniye - Çakmak Mahallesi
Daire | 2+1 | Yüksek giriş | 105 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-emlaktan-21-kullanisli-guzel-daire-18586216
2025-12-14 21:42:46,42.500 TL,42.5,0.4,Ümraniye - Armağanevler Mahallesi,,Ümraniye - Armağanevler Mahallesi,2+1,105,105,4,"Albayrak Emlaktan Sema Kule'de Arakat Açık-kapalı Otoparklı
Ümraniye - Armağanevler Mahallesi
Daire | 2+1 | 4. Kat | 105 m²
42.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-emlaktan-sema-kule-de-arakat-acik-kapali-otoparkli-18586213
2025-12-14 21:42:46,35.000 TL,35.0,0.5,Kartal - Esentepe Mahallesi,,Kartal - Esentepe Mahallesi,1+1,70,70,5,"Kiralık Daire 1 +1
Kartal - Esentepe Mahallesi
Daire | 1+1 | 5. Kat | 70 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-daire-1-1-18586207
2025-12-14 21:42:47,24.000 TL,24.0,0.28,Ümraniye - Çakmak Mahallesi,,Ümraniye - Çakmak Mahallesi,2+1,85,85,,"Albayrak Emlaktan Eşyalı Kullanışlı 2+1 Daire
Ümraniye - Çakmak Mahallesi
Daire | 2+1 | Bahçe katı | 85 m²
24.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/albayrak-emlaktan-esyali-kullanisli-21-daire-18586202
2025-12-14 21:42:47,25.000 TL,25.0,0.25,Esenyurt - Mevlana Mahallesi,,Esenyurt - Mevlana Mahallesi,2+1,100,100,2,"Metrobüse 8 Dakika 2+1 Arakat Kiralık Daire
Esenyurt - Mevlana Mahallesi
Daire | 2+1 | 2. Kat | 100 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/metrobuse-8-dakika-21-arakat-kiralik-daire-18586105
2025-12-14 21:42:47,20.000 TL,20.0,0.17,Küçükçekmece - Mehmet Akif Mahallesi,,Küçükçekmece - Mehmet Akif Mahallesi,2+1,120,120,5,"Savaş Emlak'tan Kiralık Eşyalı 5. Kat 2+1 Daire
Küçükçekmece - Mehmet Akif Mahallesi
Daire | 2+1 | 5. Kat | 120 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/savas-emlak-tan-kiralik-esyali-5-kat-21-daire-18586070
2025-12-14 21:42:47,26.000 TL,26.0,0.17,Küçükçekmece - Mehmet Akif Mahallesi,,Küçükçekmece - Mehmet Akif Mahallesi,3+1,150,150,3,"Savaş Emlak'tan Kiralık 3+1 Amerikan Mutfak Daire 3 Kat
Küçükçekmece - Mehmet Akif Mahallesi
Daire | 3+1 | 3. Kat | 150 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/savas-emlak-tan-kiralik-31-amerikan-mutfak-daire-3-kat-18586069
2025-12-14 21:42:47,8.000 TL,8.0,0.11,Küçükçekmece - Mehmet Akif Mahallesi,,Küçükçekmece - Mehmet Akif Mahallesi,1+1,70,70,,"Savaş Emlak'tan Kiralık 1+1 Bahçe Kat Bekara Uygun Daire
Küçükçekmece - Mehmet Akif Mahallesi
Daire | 1+1 | Bahçe katı | 70 m²
8.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/savas-emlak-tan-kiralik-11-bahce-kat-bekara-uygun-daire-18586067
2025-12-14 21:42:47,55.000 TL,55.0,0.34,Büyükçekmece - Fatih Mahallesi,,Büyükçekmece - Fatih Mahallesi,3+2,160,160,3,"Kiralık Dublex Daire Fatih Mahallesi 7 Yıllık Ayrı Girişli 3+2
Büyükçekmece - Fatih Mahallesi
Daire | 3+2 | 3. Kat | 160 m²
55.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-dublex-daire-fatih-mahallesi-7-yillik-ayri-girisli-32-18586031
